ID	DOCULECT	CONCEPT	TRANSCRIPTION
34244	DaituNyaungChaungYwa-D-4	to descend	ɑ.kun
34245	KhamawLakeKone-D-2	to descend	kun.hnə
34246	SaingbongAyoTaung-D-3	to descend	kun.hnə
34247	SaingbongAnnChaungYonChaung-A	to descend	kun.hnə
34248	UppuKhaici-A	to descend	(ʔɑ) kɔm
34249	LaisawThuHtayKung-A	to descend	ʔɑ.kiɱ
34250	LaisawMraukUTown-A	to descend	ʔɑ.kiɱ
34251	SonglaiHettui8KarchaungHettui-A	to descend	ɣum(p) ki
34252	SonglaiMaungUmSong1MaungUmSong-A	to descend	kɨm(p) ti
34253	SonglaiLai2PyinLoneKyiLai-A	to descend	kɔm
34254	SonglaiDoitu9MaungYwaDoitu-A	to descend	kɔm
34255	LaituKongtuHteinpin-A	to descend	[ʔɑ] kɔm
34256	LaituSangkai-A	to descend	(ʔɑ) kɨm
34257	LaituKaikyi-A	to descend	(ʔɑ) kɔm
34258	Laitu-A	to descend	(ʔɑ) kɔm
34259	LaituAhongdong-A	to descend	(ʔɑ) kɔm
34260	LaituNyuanNetKhwahsung-A	to descend	(ʔɑ) kɔm
34261	LaituPharpyaw-A	to descend	(ʔɑ) kɔm
34262	LaituPheithapyin-A	to descend	(ʔɑ) kɔm
34263	SumtuDookkan-A	to descend	(ʔɑ) kɔm
34264	NggaKantthayung-A	to descend	kɣum kɨ
34265	NggaHlaLawngPang-A	to descend	kɣum kɨ
34266	KaangKruk-A	to descend	krum kɨ
34267	ChangpyangChangPyang-A	to descend	sɔn.tlɑ ʔɨn
34268	DaaiTuisip-A	to descend	kum
34269	DaaiAmsoi-A	to descend	sʰɔn tlɑ hɑ
34270	DaaiKalim-A	to descend	ʃɔn.tlɑ
34271	DaaiKaangKhinphong-A	to descend	tʃum.lɔ kɨ
34272	DaaiLowerKheng-A	to descend	kɣum ki
34273	DaaiMartu-A	to descend	kum kʰɨ
34274	DaaiRung-A	to descend	ʔɑ k.kɣum
34275	DaaiLingtuiLungtui-A	to descend	ʔɑ k.kɣum
34276	DaaiAwisi-A	to descend	ʔɑ k.tʃuŋ
34277	DaaiNgxang5HungNghang-A	to descend	ʔɑ kɔm
34278	DaaiNgxang6KhengsanuNghang-A	to descend	kiəm
34279	DaaiNgxang7HmungtunuNghang-A	to descend	k.sɔn.lɔk ki
34280	DaaiYet3BuchaungwaYet-A	to descend	kɨm(p) ki/ŋ.pu ki
34281	DaaiYetHettui4MawsungkyiYet-A	to descend	ɣum.lɔk ti
34282	DaarYinduLontung-A	to descend	kɣum k.ti
34283	DaarYinduMsatui-A	to descend	tʃum k.ti
34284	DaaiTuili-A	to descend	tʃum/kɣum ki
34285	DaaiMkuiimnu-A	to descend	kum ki
34286	DaaiBantoi-A	to descend	sou ki
34287	DaaiDuk-A	to descend	kɣum ki
34288	DaaiNghngiloor-A	to descend	kɣum k.ti
34289	RawngtuWeilong-A	to descend	lɑn tɨ
34290	RawngtuKyawnNam-A	to descend	krum tɑ
34291	RawngtuBoishi-A	to descend	sʰon tlɑ kʰɨ
34292	RawngtuRamtim-A	to descend	ʃɔn tlɑ kʰɨ
34293	MatuPhaneng-A	to descend	ɣum/tlɑʔ
34294	MroKhimiAreong10KyaGaungvillageMrokhami-A	to descend	tə.kɑ diʔ
34295	AreongKuwa-A	to descend	sɑ.ɣɑ
34296	AreongKhuHlaing-A	to descend	sɑ.ɣɑ
34297	xenaAgYa-A	to descend	sɑ.ɣɑ
34298	XangtauNgaYoukKaing-A	to descend	sɑ.ɣɛ
34299	WakungAwaPyin-A	to descend	sɑ.ɣɑ.dɛ
34300	WakungMarlar-A	to descend	sɑ.ɣɑ.dɛ
34301	WakungMyaTay-A	to descend	tə.kɑ.dɛ
34302	WakungKwaeChaung-A	to descend	sɑ.ɣɑ.dɛ
34303	WakungLwinpuTaung-A	to descend	sɑ.ɣɑ.dɛ
34304	MrusaDakKthiHl-A	to descend	sɛ.hɛ
34305	AsangLamoitong-A	to descend	aŋ.hum.t̪ak
34306	Zotung-A	to descend	rɔŋ.bɔŋ
34307	HakhaHakhaTown-A	to descend	ʔɑ.tum
34308	Mara-A	to descend	ʔɑ.tʃei
34309	Zophei-A	to descend	suŋ
32930	TaungthaWethet-T-1	to die	ʃi
32931	TaungthaThanpuya-T-2	to die	ʃi
32932	TaungthaKyarOoYin-T-3	to die	ʃi
32933	TaungthaYeShin-T-4	to die	ʃi
32934	MaraNgaphaipi-T-6	to die	ʔɑ.tʰi
32935	MaraLailenpi-T-5	to die	ʔɑ.dɔ/ʔɛ.pə.hɑʔ
32936	ThaiphumRengkheng-T-7	to die	ɗɯ
32937	BawmBahungTaung-T-8	to die	tʰi
32938	AshoKokanTan-A-1	to die	dɯ
32939	AshoPadekyawt-A-2	to die	dɯ
32940	AshoPadar-A-3	to die	dɯ
32941	AshoSalu-A-4	to die	dɯ
32942	AshoTarye-A-5	to die	dɯ
32943	AshoKankawTaung-A-6	to die	dɯ
32944	AshoJatetaw-A-7	to die	dɯ
32945	AshoShinsawPyin-A-8	to die	dɯ
32946	AshoKhamaungShaeTaing-A-9	to die	di.je
32947	AshoSaryeKwin-A-10	to die	dɯ.jə
32948	AshoLinde-A-11	to die	dɯ.jə
32949	AshoTayPhyu-A-13	to die	dɯ.jə
32950	TaungthaMie-U-1	to die	sʰi
32951	UppuBuddhagarma-U-2	to die	ʔ.dɯ
32952	UppuKhaingzi-U-3	to die	ʔ.dɯ
32953	UppuChinLetmon-U-4	to die	dɯ
32954	UppuKyinDwe-U-5	to die	dɯ
32955	UppuYan-U-6	to die	dɯ
32956	UppuNatkyi-U-7	to die	dɯ
32957	MayinnOwnwa-U-9	to die	dɯ
32958	LonpawKhoimalaung-U-9	to die	dɯ
32959	MinkyaChi-U-10	to die	k.dɯ
32960	DoituHetsawlay-U-11	to die	ʔ.dɯ
32961	LaituKhuasung-U-12	to die	ʔ.dɯ
32962	LaituZaingchaung-U-13	to die	ʔ.dɯ
32963	LaituKruChaung-U-14	to die	ʔ.dɯ
32964	EkaiDaletYwaHaung-D-1	to die	ɑ.dɯ
32965	KhulaiAyeChaungKwanwa-D-5	to die	ɑ.dɯ
32966	DaituNyaungChaungYwa-D-4	to die	ɑ.dɯ
32967	KhamawLakeKone-D-2	to die	dɯ.ə
32968	SaingbongAyoTaung-D-3	to die	dɯ.ə
32969	SaingbongAnnChaungYonChaung-A	to die	dɯ.ɑ
32970	UppuCintwe-A	to die	[ʔɑ]  du
32971	UppuSaw-A	to die	[ʔɑ]  du
32972	UppuKhaici-A	to die	(?ɑ) dɨ
32973	AshoAungLan-A	to die	ɗu [ʔəʔ]
32974	LaisawThuHtayKung-A	to die	ʔɑ.dɪʔ
32975	LaisawMraukUTown-A	to die	ʔɑ.dɪʔ
32976	HyowKongtuBoroKukyachariinRajasthali-A	to die	tʃu
32977	HyowLaituGhungurumukParainBandarban-A	to die	ɨi̯
32978	SonglaiHettui8KarchaungHettui-A	to die	ɓət ki
32979	SonglaiMaungUmSong1MaungUmSong-A	to die	ɓət ti/tʰik ti
32980	SonglaiLai2PyinLoneKyiLai-A	to die	ʔɑ ɓət
32981	SonglaiDoitu9MaungYwaDoitu-A	to die	ʔɑ ɓət
32982	LaituKongtuHteinpin-A	to die	[ʔɑ] ɓət
32983	LaituSangkai-A	to die	dət
32984	LaituKaikyi-A	to die	(ʔɑ) dɨ
32985	Laitu-A	to die	(ʔɑ) du/ɨ
32986	LaituAhongdong-A	to die	(ʔɑ) dɨ
32987	LaituNyuanNetKhwahsung-A	to die	(ʔɑ) dɨ
32988	LaituPharpyaw-A	to die	(ʔɑ) dɨ
32989	LaituPheithapyin-A	to die	(ʔɑ) dɨ
32990	SumtuDookkan-A	to die	(ʔɑ) du
32991	NggaKantthayung-A	to die	tʰi kɨ
32992	NggaHlaLawngPang-A	to die	tʰi kɨ
32993	KaangKruk-A	to die	ʃi kɨ
32994	ChangpyangChangPyang-A	to die	ʃi ʔɨn
32995	DaaiTuisip-A	to die	tʰi hɨ
32996	DaaiAmsoi-A	to die	tʰi hɑ
32997	DaaiKalim-A	to die	ʃi
32998	DaaiKaangKhinphong-A	to die	ʃi kɨ
32999	DaaiLowerKheng-A	to die	tʰi ki
33000	DaaiMartu-A	to die	tʰi
33001	DaaiRung-A	to die	ʔɑ k.tʰi
33002	DaaiLingtuiLungtui-A	to die	ʔɑ ɓət
33003	DaaiAwisi-A	to die	ʔɑ k.tʰi
33004	DaaiNgxang5HungNghang-A	to die	ʔɑ ɓət
33005	DaaiNgxang6KhengsanuNghang-A	to die	ɓət
33006	DaaiNgxang7HmungtunuNghang-A	to die	ɓət ki
33007	DaaiYet3BuchaungwaYet-A	to die	ɓət ti
33008	DaaiYetHettui4MawsungkyiYet-A	to die	ɓət ti
33009	DaarYinduLontung-A	to die	tʰi k.ti
33010	DaarYinduMsatui-A	to die	tʰi k.ti
33011	DaaiTuili-A	to die	tʰi ki
33012	DaaiMkuiimnu-A	to die	tʰi ki
33013	DaaiBantoi-A	to die	tʰi ki
33014	DaaiDuk-A	to die	tʰi ki
33015	DaaiNghngiloor-A	to die	tʰi k.ti
33016	MuunNgMenSheetHmawi-A	to die	ʃi/k/ [ki]
33017	MuunNituShingBawk-A	to die	sʰɨ /k/ [sɨ]
33018	NgGah-A	to die	tʰi/k/  [kɨ]
33019	DaaiKhengLowerKheng-A	to die	tʰi [ki]
33020	KaangKruk-A	to die	ʃi [kɨ]
33021	DaaiMatupiReung-A	to die	[ʔɑ] ˤtʰi
33022	DaaiPaletwaMuntunu-A	to die	ɓət/ tʰik [ti]
33023	MatuHaltu-A	to die	ʃi [ʔɨŋ]
33024	RawngtuWeilong-A	to die	ʃi tɨ
33025	RawngtuKyawnNam-A	to die	ʃi tɑ
33026	RawngtuBoishi-A	to die	ʃi kʰɨ
33027	RawngtuRamtim-A	to die	ʃi kʰɨ
33028	MatuNgala-A	to die	ɗik
33029	MatuLangleTamtlaih-A	to die	ɗɨk
33030	MatuPhaneng-A	to die	ɗɨk
33031	MatuNgaleng-A	to die	ɗɨk
33032	MatuVuitu-A	to die	ɗɨk
33033	MatuNgatu-A	to die	ɗɨk
33034	MatuValang-A	to die	[ʔɑ] ɗɨk
33035	RungtuNorthThanpaya-A	to die	[ʔɑ]  ʃi
33036	RungtuCentralHtanpinkung-A	to die	ʃi
33037	RungtuSouthMihae-A	to die	ʃi [ʔe]
33038	MroKhimiAreong10KyaGaungvillageMrokhami-A	to die	dɨ diʔ
33039	AreongKuwa-A	to die	dɪ.diʔ
33040	AreongKhuHlaing-A	to die	dɪ.diʔ
33041	xenaAgYa-A	to die	dɪ.diʔ
33042	XangtauNgaYoukKaing-A	to die	dɪ.diʔ
33043	WakungAwaPyin-A	to die	di.dɛ
33044	WakungMarlar-A	to die	dɪ.dɛ
33045	WakungMyaTay-A	to die	dɪ.dɛ
33046	WakungKwaeChaung-A	to die	di.dɛ
33047	WakungLwinpuTaung-A	to die	di.dɛ
33048	MrusaDakKthiHl-A	to die	də.mi
33049	KhenlakLuivang-A	to die	ɗɨk
33050	AsangLamoitong-A	to die	dɨk.t̪ak
33051	RengcaDaiHnan-A	to die	[ʔɑ] ɗɨk
33052	Zotung-A	to die	sʰi
33053	HakhaHakhaTown-A	to die	tʰi
33054	Mara-A	to die	tʰi
33055	Zophei-A	to die	tʰi
33056	ThaiphumRengKheng-A	to die	ɗɨ
36850	TaungthaWethet-T-1	to dig	tɔ
36851	TaungthaThanpuya-T-2	to dig	ʔɑ.to
36852	TaungthaKyarOoYin-T-3	to dig	tɔ
36853	TaungthaYeShin-T-4	to dig	ʔɑ.
36854	MaraNgaphaipi-T-6	to dig	ʔɑ.sʰɛ
36855	MaraLailenpi-T-5	to dig	ʔɑ.tʃoʔ/tʃʰɛ
36856	ThaiphumRengkheng-T-7	to dig	tɑi
36857	BawmBahungTaung-T-8	to dig	ʔɑ.so
36858	AshoKokanTan-A-1	to dig	se
36859	AshoPadekyawt-A-2	to dig	sɯ
36860	AshoPadar-A-3	to dig	sə.ə
36861	AshoSalu-A-4	to dig	sə.ə
36862	AshoTarye-A-5	to dig	sə.ə
36863	AshoKankawTaung-A-6	to dig	so
36864	AshoJatetaw-A-7	to dig	ʔɑ.sə
36865	AshoShinsawPyin-A-8	to dig	sə.jə
36866	AshoKhamaungShaeTaing-A-9	to dig	se.jə
36867	AshoSaryeKwin-A-10	to dig	sə.jə
36868	AshoLinde-A-11	to dig	se
36869	AshoTayPhyu-A-13	to dig	sə
36870	TaungthaMie-U-1	to dig	tɔ
36871	UppuBuddhagarma-U-2	to dig	k.sə
36872	UppuKhaingzi-U-3	to dig	k.sə
36873	UppuChinLetmon-U-4	to dig	sə
36874	UppuKyinDwe-U-5	to dig	ʔ.sə
36875	UppuYan-U-6	to dig	sə
36876	UppuNatkyi-U-7	to dig	sə
36877	MayinnOwnwa-U-9	to dig	sə.ʔɑ
36878	LonpawKhoimalaung-U-9	to dig	ʔ.sə.ʔɔ
36879	MinkyaChi-U-10	to dig	sə.ʔə/k.so
36880	DoituHetsawlay-U-11	to dig	ʔ.seu
36881	LaituKhuasung-U-12	to dig	ʔ.seu
36882	LaituZaingchaung-U-13	to dig	ʔ.seu
36883	LaituKruChaung-U-14	to dig	ʔ.sɑu
36884	EkaiDaletYwaHaung-D-1	to dig	ɑ.su
36885	KhulaiAyeChaungKwanwa-D-5	to dig	ɑ.su
36886	DaituNyaungChaungYwa-D-4	to dig	ɑ.su
36887	KhamawLakeKone-D-2	to dig	sə.ə
36888	SaingbongAyoTaung-D-3	to dig	ɑ.su
36889	SaingbongAnnChaungYonChaung-A	to dig	sə.ə
36890	UppuCintwe-A	to dig	[ʔɑ]  səʔ
36891	UppuSaw-A	to dig	[kʰuʔ]  səʔ
36892	UppuKhaici-A	to dig	səuʔ
36893	AshoAungLan-A	to dig	sou [ʔəʔ]
36894	LaisawThuHtayKung-A	to dig	ʔɑ.so
36895	LaisawMraukUTown-A	to dig	kɑ.so
36896	SonglaiHettui8KarchaungHettui-A	to dig	ʔɑ sɔʔ
36897	SonglaiMaungUmSong1MaungUmSong-A	to dig	sɔʔ
36898	SonglaiLai2PyinLoneKyiLai-A	to dig	souʔ
36899	SonglaiDoitu9MaungYwaDoitu-A	to dig	səuʔ
36900	LaituKongtuHteinpin-A	to dig	[ʔɑ] sɛuʔ
36901	LaituSangkai-A	to dig	(ʔɑ) səuʔ/tʃəuʔ
36902	LaituKaikyi-A	to dig	(ʔɑ) səuʔ
36903	LaituAhongdong-A	to dig	(kɑ) səuʔ
36904	LaituNyuanNetKhwahsung-A	to dig	(ʔɑ) səuʔ
36905	LaituPharpyaw-A	to dig	(ʔɑ) səuʔ
36906	LaituPheithapyin-A	to dig	(ʔɑ) səuʔ
36907	SumtuDookkan-A	to dig	(ʔɑ) soʔ
36908	NggaKantthayung-A	to dig	ʔɑ so
36909	NggaHlaLawngPang-A	to dig	so
36910	KaangKruk-A	to dig	tou kɨ
36911	ChangpyangChangPyang-A	to dig	tou ʔɨn
36912	DaaiTuisip-A	to dig	ɗeŋ/tuk
36913	DaaiAmsoi-A	to dig	tʃou nɨŋ
36914	DaaiKalim-A	to dig	təu
36915	DaaiKaangKhinphong-A	to dig	tou kɨ
36916	DaaiLowerKheng-A	to dig	tsou ki
36917	DaaiMartu-A	to dig	tʃɔŋ kʰɨ
36918	DaaiRung-A	to dig	ʔɑ tʃoŋ
36919	DaaiLingtuiLungtui-A	to dig	ʔɑ tʃuk
36920	DaaiAwisi-A	to dig	ʔɑ tʃoŋ
36921	DaaiNgxang5HungNghang-A	to dig	ʔɑ soʔ
36922	DaaiNgxang6KhengsanuNghang-A	to dig	səuʔ
36923	DaaiNgxang7HmungtunuNghang-A	to dig	ʔɑ sɔʔ
36924	DaaiYet3BuchaungwaYet-A	to dig	ʔɑ soʔ
36925	DaaiYetHettui4MawsungkyiYet-A	to dig	ʔɑ sɔʔ
36926	DaarYinduLontung-A	to dig	kɑ so
36927	DaarYinduMsatui-A	to dig	ʔɑ so
36928	DaaiTuili-A	to dig	sou ki
36929	DaaiMkuiimnu-A	to dig	sou ki
36930	DaaiBantoi-A	to dig	sou ki
36931	DaaiDuk-A	to dig	sou ki
36932	DaaiNghngiloor-A	to dig	sou k.ti
36933	MuunNgMenSheetHmawi-A	to dig	tʃɔː [ki]
36934	MuunNituShingBawk-A	to dig	tʃou [sɨ]
36935	NgGah-A	to dig	soː  [kɨ]
36936	DaaiKhengLowerKheng-A	to dig	so [ki]
36937	KaangKruk-A	to dig	tu/tʰɔi [kɨ]
36938	DaaiMatupiReung-A	to dig	[ʔɑ] tʃoŋʔ
36939	DaaiPaletwaMuntunu-A	to dig	sok [ti]
36940	MatuHaltu-A	to dig	ɗɛŋ [ʔɨŋ]
36941	RawngtuWeilong-A	to dig	tɔu tɨ
36942	RawngtuKyawnNam-A	to dig	tou tɑ
36943	RawngtuBoishi-A	to dig	tou kʰɨ
36944	RawngtuRamtim-A	to dig	tou kʰɨ
36945	MatuNgala-A	to dig	deŋ
36946	MatuLangleTamtlaih-A	to dig	[ʔɑ] tɑi
36947	MatuPhaneng-A	to dig	t̯ɑiʔ
36948	MatuNgaleng-A	to dig	tɑi
36949	MatuVuitu-A	to dig	ɗeŋ
36950	MatuNgatu-A	to dig	[ʔɑ] tɑiʔ
36951	MatuValang-A	to dig	[ʔɑ] tɔʔ
36952	RungtuNorthThanpaya-A	to dig	θɔ
36953	RungtuCentralHtanpinkung-A	to dig	θo
36954	RungtuSouthMihae-A	to dig	θɔ  [ʔe]
36955	MroKhimiAreong10KyaGaungvillageMrokhami-A	to dig	tæ diʔ
36956	AreongKuwa-A	to dig	tɑi.diʔ
36957	AreongKhuHlaing-A	to dig	tei.diʔ
36958	xenaAgYa-A	to dig	tei.diʔ
36959	XangtauNgaYoukKaing-A	to dig	tɑi.diʔ
36960	WakungAwaPyin-A	to dig	tei.dɛ
36961	WakungMarlar-A	to dig	tei.dɛ
36962	WakungMyaTay-A	to dig	tɑi.dɛ
36963	WakungKwaeChaung-A	to dig	tɛ.dɛ
36964	WakungLwinpuTaung-A	to dig	tɛ.dɛ
36965	MrusaDakKthiHl-A	to dig	tʰɑi.mi
36966	KhenlakLuivang-A	to dig	[tɑ] keʔ
36967	AsangLamoitong-A	to dig	t̪ə.ke.t̪ak
36968	RengcaDaiHnan-A	to dig	[ʔɑ] [tɑ] kiʔ
36969	Zotung-A	to dig	kə.rə.tʰɛ
36970	HakhaHakhaTown-A	to dig	tʃɔ
36971	Mara-A	to dig	tʃu
36972	Zophei-A	to dig	suŋ
36973	ThaiphumRengKheng-A	to dig	tɑi
48761	TaungthaWethet-T-1	to do, make	bi.tɛŋ
48762	TaungthaThanpuya-T-2	to do, make	ʔɑ.bi
48763	TaungthaKyarOoYin-T-3	to do, make	bi
48764	TaungthaYeShin-T-4	to do, make	ɓji
48765	MaraNgaphaipi-T-6	to do, make	ʔɑ.touk
48766	MaraLailenpi-T-5	to do, make	ʔɑ.sʰɑ
48767	ThaiphumRengkheng-T-7	to do, make	sʰɑʔ
48768	BawmBahungTaung-T-8	to do, make	ʔɑ.sʰim
48769	AshoKokanTan-A-1	to do, make	sei
48770	AshoPadekyawt-A-2	to do, make	sei.lɯ
48771	AshoPadar-A-3	to do, make	sɑi
48772	AshoSalu-A-4	to do, make	ʔɑ.sɑi.je
48773	AshoTarye-A-5	to do, make	ʔɑ.sɛ.lə.jə
48774	AshoKankawTaung-A-6	to do, make	sɑi.lə
48775	AshoJatetaw-A-7	to do, make	ʔɑ.sɑi.jə
48776	AshoShinsawPyin-A-8	to do, make	sɑi.jə
48777	AshoKhamaungShaeTaing-A-9	to do, make	sɑi.je
48778	AshoSaryeKwin-A-10	to do, make	sɑi.jə
48779	AshoLinde-A-11	to do, make	sɑi.jə
48780	AshoTayPhyu-A-13	to do, make	sɑi.jə
48781	TaungthaMie-U-1	to do, make	bʲi.kɔn.mei
48782	UppuBuddhagarma-U-2	to do, make	ʔ.pu
48783	UppuKhaingzi-U-3	to do, make	ʔ.pu
48784	UppuChinLetmon-U-4	to do, make	k.pu
48785	UppuKyinDwe-U-5	to do, make	ʔ.pu
48786	UppuYan-U-6	to do, make	ʔ.pu
48787	UppuNatkyi-U-7	to do, make	k.pu
48788	MayinnOwnwa-U-9	to do, make	pu
48789	LonpawKhoimalaung-U-9	to do, make	bo.ʔɔ
48790	MinkyaChi-U-10	to do, make	kɑ.po.ʔəʔ
48791	DoituHetsawlay-U-11	to do, make	ʔ.luʔ
48792	LaituKhuasung-U-12	to do, make	ʔ.sɑi
48793	LaituZaingchaung-U-13	to do, make	ʔ.to.sɑi
48794	LaituKruChaung-U-14	to do, make	k.to.tuŋ
48795	EkaiDaletYwaHaung-D-1	to do, make	ɑ.sɑi
48796	KhulaiAyeChaungKwanwa-D-5	to do, make	kɑ.sɯ.sɑi
48797	DaituNyaungChaungYwa-D-4	to do, make	sɑ.sɑi
48798	KhamawLakeKone-D-2	to do, make	sei.ə
48799	SaingbongAyoTaung-D-3	to do, make	sei.ə
48800	SaingbongAnnChaungYonChaung-A	to do, make	sei,lɯ.jɑ.di
48801	UppuKhaici-A	to do, make	puʔ (sɑi)
48802	LaisawThuHtayKung-A	to do, make	ʔɑ.po
48803	LaisawMraukUTown-A	to do, make	ʔɑ.po
48804	SonglaiHettui8KarchaungHettui-A	to do, make	ʔɑ sɑi
48805	SonglaiMaungUmSong1MaungUmSong-A	to do, make	ʔɑ sɑi
48806	SonglaiLai2PyinLoneKyiLai-A	to do, make	ʔɑ sɑi
48807	SonglaiDoitu9MaungYwaDoitu-A	to do, make	kɑ sɑi
48808	LaituKongtuHteinpin-A	to do, make	[ʔɑ] sɑi
48809	LaituSangkai-A	to do, make	(ʔɑ) puʔ.sɑi
48810	LaituKaikyi-A	to do, make	(ʔɑ) bi
48811	LaituAhongdong-A	to do, make	(kɑ) t̯oʔ
48812	LaituNyuanNetKhwahsung-A	to do, make	(ʔɑ) t̯ɔʔ
48813	LaituPharpyaw-A	to do, make	(kɑ) toʔ
48814	LaituPheithapyin-A	to do, make	(kɑ) t̯oʔ
48815	SumtuDookkan-A	to do, make	(kɑ) sɑi
48816	NggaKantthayung-A	to do, make	ʔɑ pɣɑn m.sʰɑ (make), ʔɑ ɓi.lo (to do something)
48817	NggaHlaLawngPang-A	to do, make	ʔɑ ɓi
48818	KaangKruk-A	to do, make	ɓi.lo kɨ
48819	ChangpyangChangPyang-A	to do, make	ɓi ʔɨn
48820	DaaiTuisip-A	to do, make	tlɑiʔ
48821	DaaiAmsoi-A	to do, make	sʰɑi hɑ
48822	DaaiKalim-A	to do, make	ɓi ʔɨ
48823	DaaiKaangKhinphong-A	to do, make	ɓi.lo kɨ/pʲɑn.tʰɑm kɨ
48824	DaaiLowerKheng-A	to do, make	pʲɑːŋ k
48825	DaaiMartu-A	to do, make	kɔ kʰɨ
48826	DaaiRung-A	to do, make	ʔɑ ploʔ hɑʔ
48827	DaaiLingtuiLungtui-A	to do, make	ʔɑ k.poʔ
48828	DaaiAwisi-A	to do, make	ʔɑ plo pe
48829	DaaiNgxang5HungNghang-A	to do, make	kɑ sɑi/kɑ puʔ
48830	DaaiNgxang6KhengsanuNghang-A	to do, make	sɑi
48831	DaaiNgxang7HmungtunuNghang-A	to do, make	ʔɑ sɑi
48832	DaaiYet3BuchaungwaYet-A	to do, make	ʔɑ sɑi
48833	DaaiYetHettui4MawsungkyiYet-A	to do, make	ʔɑ plɔʔ
48834	DaarYinduLontung-A	to do, make	ɓi k.ti/pˠɔm.sʰɑ
48835	DaarYinduMsatui-A	to do, make	pʲɑŋ k.ti
48836	DaaiTuili-A	to do, make	ɓi ki
48837	DaaiMkuiimnu-A	to do, make	poʔ ki
48838	DaaiBantoi-A	to do, make	ɓi ki/pʲɑŋ ki
48839	DaaiDuk-A	to do, make	ɓi ki
48840	DaaiNghngiloor-A	to do, make	pˠɑŋ k.ti
48841	RawngtuWeilong-A	to do, make	ɓi tɨ/ tʰɛp tɨ
48842	RawngtuKyawnNam-A	to do, make	ɓi tɑ/ɗɛp tɑ
48843	RawngtuBoishi-A	to do, make	ɓi kʰɨ
48844	RawngtuRamtim-A	to do, make	ɓi kʰɨ
48845	MatuPhaneng-A	to do, make	ɓi
48846	MroKhimiAreong10KyaGaungvillageMrokhami-A	to do, make	sʰɑ diʔ
48847	AreongKuwa-A	to do, make	sʰɑ.diʔ
48848	AreongKhuHlaing-A	to do, make	sʰɑ.diʔ
48849	xenaAgYa-A	to do, make	sʰɛ.diʔ
48850	XangtauNgaYoukKaing-A	to do, make	sʰɑ.diʔ
48851	WakungAwaPyin-A	to do, make	sʰɑ.dɛ
48852	WakungMarlar-A	to do, make	sʰɑ.dɛ
48853	WakungMyaTay-A	to do, make	sʰɑ.bɪ.dɛ
48854	WakungKwaeChaung-A	to do, make	sʰɑ.dɛ
48855	WakungLwinpuTaung-A	to do, make	sʰɑ.dɛ
48856	MrusaDakKthiHl-A	to do, make	lɨ.hɛ
48857	AsangLamoitong-A	to do, make	ə.sʰak
48858	Zotung-A	to do, make	tʃi
48859	HakhaHakhaTown-A	to do, make	ʔɑ.sʰə
48860	Mara-A	to do, make	to
48861	Zophei-A	to do, make	ʔɑ.tuɑ
32221	TaungthaWethet-T-1	to dream	mɑŋ.mɑ
32222	TaungthaThanpuya-T-2	to dream	mɑŋ.mɛi
32223	TaungthaKyarOoYin-T-3	to dream	mɑŋ.mɑn
32224	TaungthaYeShin-T-4	to dream	mɑŋ.jɔŋ
32225	MaraNgaphaipi-T-6	to dream	mɑ.ʔɑ.sʰə
32226	MaraLailenpi-T-5	to dream	ʔɑ.mə.ʔɑ.sʰɑ
32227	ThaiphumRengkheng-T-7	to dream	mɑŋ.sʰɑʔ
32228	BawmBahungTaung-T-8	to dream	mɑŋ.mɑʔ
32229	AshoKokanTan-A-1	to dream	mɑuŋ.tə.e
32230	AshoPadekyawt-A-2	to dream	m̥ɑuŋ.ŋɔ.ne
32231	AshoPadar-A-3	to dream	m̥ɑuŋ.ŋo.ne
32232	AshoSalu-A-4	to dream	mɑŋ.tɑu.e
32233	AshoTarye-A-5	to dream	ŋ.ŋ̥ɔŋ
32234	AshoKankawTaung-A-6	to dream	ʔɑ.mɔŋ.ŋ̥ɔ
32235	AshoJatetaw-A-7	to dream	ʔɑ.mɔŋ.ŋ̥ɔ.kə
32236	AshoShinsawPyin-A-8	to dream	ʔɑ.mɑŋ.ŋ̥uŋ.jə
32237	AshoKhamaungShaeTaing-A-9	to dream	ʔɑ.mɔŋ.jə
32238	AshoSaryeKwin-A-10	to dream	ʔɑ.mɑuŋ.m̥o.ʔə
32239	AshoLinde-A-11	to dream	ʔɑ.mɑuŋ.tɑu.e
32240	AshoTayPhyu-A-13	to dream	mɔŋ.nɑu
32241	TaungthaMie-U-1	to dream	mɑŋ.jɔŋ
32242	UppuBuddhagarma-U-2	to dream	k.mɑu
32243	UppuKhaingzi-U-3	to dream	k.mɑu
32244	UppuChinLetmon-U-4	to dream	k.mɔŋ
32245	UppuKyinDwe-U-5	to dream	k.mɔŋ
32246	UppuYan-U-6	to dream	mɔŋ
32247	UppuNatkyi-U-7	to dream	mɑu.pʰuɑ
32248	MayinnOwnwa-U-9	to dream	k.mɑu.nɑ.kɔ
32249	LonpawKhoimalaung-U-9	to dream	k.mɑu.kɑ.pɔ.e.jɔ
32250	MinkyaChi-U-10	to dream	k.mɑu
32251	DoituHetsawlay-U-11	to dream	ʔ.mɑŋ
32252	LaituKhuasung-U-12	to dream	ʔ.mɑŋ.mɔi
32253	LaituZaingchaung-U-13	to dream	ʔ.mɑŋ.mɔi
32254	LaituKruChaung-U-14	to dream	mɑŋ.ŋɑ.m̥u
